Algorithm 1,Algorithm 2,Mean 1,Mean 2,t-statistic,p-value,Significant
CMA_ES_controller,DE_controller,2.287510695380765,1.5607666170810381,4.204836674918155,0.002976781452097764,YES
CMA_ES_controller,ES_controller,2.287510695380765,1.9531573279725971,1.2868258050939396,0.2341389949201957,NO
CMA_ES_controller,ES_controller 3000,2.287510695380765,1.897092747169952,1.340340353753024,0.21695114005168487,NO
DE_controller,ES_controller,1.5607666170810381,1.9531573279725971,-1.920634350866026,0.09102644159134128,NO
DE_controller,ES_controller 3000,1.5607666170810381,1.897092747169952,-1.383758239167336,0.20381342485781645,NO
ES_controller,ES_controller 3000,1.9531573279725971,1.897092747169952,0.18027927538910132,0.861416354878638,NO
