Individual,Fitness,RobotStructure
0,3.3642031595317756,"0.0,2.0,1.0,4.0,0.0|2.0,3.0,1.0,4.0,1.0|1.0,0.0,1.0,4.0,4.0|4.0,1.0,1.0,3.0,1.0|2.0,3.0,3.0,1.0,3.0"
1,3.3101645602240217,"0.0,3.0,1.0,4.0,0.0|2.0,2.0,1.0,4.0,1.0|1.0,0.0,1.0,4.0,3.0|4.0,1.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
2,3.280438135484263,"3.0,3.0,1.0,4.0,0.0|2.0,2.0,1.0,4.0,1.0|1.0,0.0,1.0,4.0,3.0|4.0,2.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
3,3.269738427084918,"1.0,3.0,1.0,4.0,0.0|0.0,1.0,3.0,4.0,1.0|2.0,1.0,1.0,4.0,1.0|4.0,0.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
4,3.256809787913593,"0.0,4.0,1.0,4.0,0.0|3.0,2.0,1.0,4.0,0.0|3.0,0.0,1.0,4.0,3.0|4.0,3.0,1.0,3.0,1.0|3.0,0.0,3.0,1.0,3.0"
5,3.228216017577656,"0.0,3.0,1.0,4.0,0.0|2.0,2.0,1.0,4.0,1.0|1.0,0.0,1.0,4.0,4.0|4.0,1.0,1.0,3.0,1.0|2.0,3.0,3.0,1.0,3.0"
6,3.2049553461396605,"0.0,3.0,1.0,4.0,0.0|2.0,2.0,1.0,4.0,0.0|3.0,0.0,1.0,4.0,3.0|4.0,3.0,1.0,3.0,1.0|3.0,0.0,3.0,1.0,3.0"
7,3.1834364782424927,"0.0,3.0,1.0,4.0,0.0|2.0,2.0,1.0,4.0,0.0|3.0,0.0,1.0,4.0,3.0|4.0,1.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
8,3.1655907208196905,"0.0,3.0,1.0,4.0,0.0|2.0,2.0,1.0,1.0,0.0|3.0,0.0,1.0,4.0,3.0|4.0,1.0,1.0,0.0,1.0|3.0,3.0,3.0,1.0,3.0"
9,3.14694342557823,"1.0,3.0,1.0,4.0,0.0|2.0,2.0,2.0,4.0,1.0|2.0,2.0,1.0,4.0,3.0|4.0,1.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
10,3.1387175408136896,"0.0,3.0,1.0,3.0,0.0|0.0,2.0,1.0,4.0,1.0|1.0,0.0,1.0,4.0,4.0|4.0,1.0,1.0,3.0,1.0|2.0,3.0,3.0,1.0,3.0"
11,3.1344536080332457,"1.0,3.0,1.0,4.0,0.0|2.0,2.0,3.0,4.0,1.0|2.0,1.0,1.0,4.0,1.0|4.0,0.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
12,3.0796789788887335,"3.0,3.0,1.0,4.0,0.0|2.0,3.0,2.0,4.0,1.0|2.0,2.0,1.0,4.0,3.0|4.0,1.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
13,3.001174993009245,"1.0,3.0,0.0,4.0,0.0|0.0,1.0,3.0,4.0,1.0|2.0,1.0,1.0,4.0,0.0|4.0,0.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
14,2.9383201211144216,"0.0,3.0,1.0,2.0,0.0|2.0,2.0,1.0,4.0,0.0|3.0,0.0,1.0,4.0,4.0|4.0,1.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
15,2.9258892834569217,"0.0,3.0,4.0,4.0,4.0|2.0,2.0,1.0,4.0,1.0|1.0,0.0,1.0,4.0,3.0|4.0,1.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
16,2.838821676049934,"1.0,3.0,1.0,4.0,0.0|2.0,2.0,3.0,4.0,1.0|2.0,1.0,4.0,4.0,1.0|4.0,1.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
17,2.8355198263299464,"3.0,3.0,1.0,4.0,0.0|2.0,2.0,1.0,4.0,1.0|1.0,0.0,4.0,4.0,4.0|4.0,2.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,3.0"
18,2.7318081295244836,"0.0,3.0,1.0,0.0,0.0|2.0,2.0,1.0,4.0,1.0|1.0,0.0,1.0,4.0,4.0|4.0,1.0,1.0,0.0,1.0|2.0,3.0,3.0,1.0,3.0"
19,2.496098872780961,"0.0,3.0,1.0,4.0,0.0|2.0,2.0,1.0,4.0,0.0|3.0,0.0,1.0,4.0,3.0|4.0,1.0,1.0,3.0,1.0|3.0,1.0,0.0,1.0,3.0"
20,2.447924236499367,"1.0,4.0,1.0,4.0,0.0|2.0,2.0,3.0,4.0,1.0|2.0,1.0,1.0,4.0,1.0|4.0,0.0,1.0,3.0,1.0|4.0,3.0,3.0,1.0,3.0"
21,2.4296523206198435,"0.0,3.0,1.0,4.0,0.0|2.0,2.0,4.0,4.0,0.0|0.0,0.0,1.0,4.0,3.0|4.0,3.0,1.0,3.0,1.0|3.0,0.0,3.0,1.0,3.0"
22,2.2178480345064653,"0.0,2.0,1.0,4.0,0.0|2.0,3.0,1.0,4.0,2.0|1.0,0.0,1.0,4.0,4.0|4.0,1.0,4.0,3.0,1.0|2.0,3.0,3.0,1.0,3.0"
23,1.620923949379872,"1.0,3.0,1.0,4.0,0.0|2.0,2.0,3.0,4.0,1.0|2.0,1.0,1.0,4.0,1.0|4.0,0.0,1.0,2.0,4.0|3.0,3.0,3.0,1.0,3.0"
24,1.3651083923512974,"1.0,3.0,1.0,4.0,0.0|0.0,1.0,3.0,4.0,1.0|2.0,1.0,3.0,4.0,1.0|4.0,0.0,1.0,3.0,1.0|3.0,3.0,3.0,1.0,4.0"
25,1.175776970864894,"1.0,3.0,1.0,4.0,0.0|2.0,2.0,3.0,4.0,1.0|2.0,1.0,1.0,4.0,1.0|4.0,0.0,1.0,3.0,2.0|3.0,0.0,3.0,1.0,3.0"
26,0.686525578840118,"0.0,3.0,1.0,4.0,0.0|2.0,2.0,1.0,4.0,0.0|3.0,0.0,1.0,4.0,3.0|4.0,3.0,1.0,3.0,1.0|0.0,0.0,3.0,2.0,3.0"
27,0.4596885230897657,"0.0,3.0,1.0,4.0,0.0|2.0,2.0,1.0,4.0,1.0|1.0,0.0,1.0,4.0,4.0|3.0,1.0,1.0,3.0,1.0|2.0,2.0,3.0,1.0,3.0"
28,-0.1440513224809953,"1.0,3.0,1.0,4.0,0.0|2.0,2.0,3.0,4.0,1.0|2.0,1.0,1.0,0.0,1.0|4.0,0.0,1.0,3.0,1.0|3.0,3.0,3.0,4.0,3.0"
29,-3.914417502603156,"1.0,3.0,1.0,4.0,0.0|0.0,1.0,3.0,1.0,1.0|2.0,1.0,1.0,4.0,1.0|4.0,0.0,1.0,3.0,2.0|3.0,3.0,3.0,1.0,3.0"
